animal_number,animal_tag_id,animal_life_no,lactation_days,report_date,day_production,rumination_minutes,intake_total,rest_feed,failures,milkings,fat_protein_ratio,scc_indication,refusals,day_production_dev,source_file
266,6640786,US 1738,16,2026-04-01,58.4,489,9.17,0.16,0,2,1.12,,2,1.98,Voice Agent Report Historical 4.2.1.csv
268,6641401,DD1446,292,2026-04-01,87.1,491,17.86,0.41,0,5,1.14,53,13,-4.41,Voice Agent Report Historical 4.2.1.csv
269,6642024,DD1463,648,2026-04-01,,553,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
270,6642008,US DD1871,142,2026-04-01,114.2,442,22.98,0.52,0,4,1.39,159,1,0.88,Voice Agent Report Historical 4.2.1.csv
271,6642304,DD1441,151,2026-04-01,77.8,486,18.39,0.35,0,3,1.33,54,1,1.32,Voice Agent Report Historical 4.2.1.csv
345,3184368,US DD1572,8,2026-04-01,47.8,449,9.95,0.13,1,2,1.33,,3,18.08,Voice Agent Report Historical 4.2.1.csv
346,3183472,US DD1625,11,2026-04-01,49.8,599,10.44,0.16,2,1,1.02,,2,-3.31,Voice Agent Report Historical 4.2.1.csv
568,3184472,US DD1699,50,2026-04-01,98.8,376,17.02,0.35,0,4,1.08,724,1,4.19,Voice Agent Report Historical 4.2.1.csv
746,3351299,US DD1674,10,2026-04-01,63.9,543,12.77,0.21,0,3,1.08,,3,10.8,Voice Agent Report Historical 4.2.1.csv
787,3184144,US DD1846,220,2026-04-01,37.7,443,14.18,0.2,0,3,1.65,,1,-3.53,Voice Agent Report Historical 4.2.1.csv
803,5927959,DD1524,250,2026-04-01,54.2,543,6.7,3.4,0,1,1.19,,0,-9.7,Voice Agent Report Historical 4.2.1.csv
804,3087379,US DD1393,403,2026-04-01,37.7,551,11.37,0.14,0,3,1.27,30,3,-2.2,Voice Agent Report Historical 4.2.1.csv
808,3087269,DD1521,230,2026-04-01,68.8,445,16.3,0.2,0,3,1.29,,0,-4.63,Voice Agent Report Historical 4.2.1.csv
1063,,DD1444,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1081,,DD1459,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1108,,DD1485,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1141,,DD1512,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1157,,DD1529,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1162,,DD1533,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1169,,DD1539,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1174,,DD1544,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1183,,DD1553,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1184,,US DD1554,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1200,,US DD1569,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1201,,US DD1570,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1207,,US DD1576,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1213,,US DD1582,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1219,,US DD1589,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1220,,US DD1590,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1222,,US DD1600,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1223,,US DD1601,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1226,,US DD1605,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1230,,US DD1614,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1234,,US DD1619,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1236,,US DD1621,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1237,,US DD1622,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1238,,US DD1623,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1242,,US DD1630,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1243,,US DD1629,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1245,,US DD1633,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1247,,US DD1635,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1248,,US DD1636,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1249,,US DD1637,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1250,,US DD1638,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1251,,US DD1639,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1253,,US DD1641,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1256,,US DD1647,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1261,,US DD1653,2,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1264,,US DD1656,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1266,,US DD1672,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1268,,US DD1676,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1269,,US DD1677,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1270,,US DD1679,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1271,,US DD1680,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1272,,US 1703,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1274,,US DD1705,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1276,,US DD1708,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1277,,US DD1715,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1278,,US DD1719,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1279,,US DD1720,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1280,,US DD1721,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1283,,US DD1726,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1284,,US DD1731,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1286,,US 1734,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1287,,US DD1736,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1288,,US DD1737,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1290,,US DD1740,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1291,,US 1741,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1292,,US DD1743,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1294,,US 1745,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1299,,US DD1756,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1301,,US DD1760,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1304,,US DD1773,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1305,,US DD1774,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1307,,US DD1776,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1308,,US DD1777,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1309,,US DD1778,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1310,,US DD1780,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1311,,US DD1781,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1312,,US DD1785,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1313,,US DD1786,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1314,,US DD1787,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1316,,US DD1789,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1317,,US 1789,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1318,,US 1790,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1319,,US DD1791,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1320,,US DD1804,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1321,,US DD1805,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1322,,US DD1806,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1323,3543443,US DD1812,,2026-04-01,,393,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1324,,US DD1813,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1325,,US 1815,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1326,,US DD1326,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1327,,US DD1832,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1328,,US DD1833,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1329,,US DD1835,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1330,,US DD1840,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1331,,US DD1841,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1332,,US DD1842,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1335,,US DD1848,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1336,,US DD1849,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1337,,US DD1851,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1338,,US DD1852,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1339,,US DD1853,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1340,,US DD1855,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1341,,US DD1856,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1342,,US DD1858,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1343,,US 1859,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1344,,US DD1860,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1345,,US DD1861,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1346,,US DD1862,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1347,,US DD1863,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1348,,US DD1864,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1349,,US DD1865,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1350,,US DD1866,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1351,,US DD1867,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1353,,US DD1869,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1354,,US DD1870,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1355,,US DD1872,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1356,,US DD1873,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1357,,US DD1874,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1358,,US DD1875,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1359,,US DD1876,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1360,,US DD1877,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1361,,US DD1878,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1362,,US DD1879,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1363,,US DD1880,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1364,,US DD1882,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1365,,US DD1883,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1366,,US 1884,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1367,,US 1885,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1368,,US DD1886,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1369,,US DD1887,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1370,,US DD1888,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1371,,US DD1889,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1373,,US DD1891,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1374,,US DD1892,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1375,,US 1893,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1376,,US DD1894,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1378,,US DD1896,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1379,,US DD1897,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1380,,US DD1898,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1381,,US DD1899,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1382,,US DD1900,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1383,,US DD1901,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1384,,US DD1902,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1385,,US DD1903,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1386,,US DD1904,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1387,,US DD1905,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1388,,US DD1906,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1389,,US DD907,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1390,,US DD1908,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1391,,US DD1909,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1392,,US DD1910,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1393,,US DD1911,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1394,,US DD1912,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1395,,US DD1913,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1396,,US 1914,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1397,,US DD1915,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1398,,US 1916,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1399,,US DD1917,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1400,,US DD1918,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1401,,US DD1919,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1402,,US DD1920,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1403,,US DD1921,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1404,,US DD1922,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1407,,US DD1925,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1408,,US DD1926,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1410,,US DD1928,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1411,,US DD1929,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1412,,US DD1930,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1413,,US DD193114,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1414,,US DD1932,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1415,,US DD1933,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1416,,DD1934,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1417,,US DD1935,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1418,,US DD1936,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1419,,US DD1937,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1420,,US DD1938,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1421,,US 1939,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1422,,US 1940,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1423,,US 1941,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1424,,US DD1942,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1425,,US 1943,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1426,,US DD 1944,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1427,,US 1945,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1428,,DD1946,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1429,,DD1947,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1430,,US DD1948,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1431,,US DD1949,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1432,,US 1950,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1433,,US DD1951,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1434,,US DD1952,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1435,,US DD1953,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1436,,DD1954,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1437,,DD1793,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1438,,US DD1956,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1439,,US DD1957,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1441,,DD1959,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1442,,US DD1960,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1443,,US DD1961,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1444,,US DD1962,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1445,,USDD1964,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1446,,USDD1965,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1447,,US DD1966,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1449,,USDD1968,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1450,,US DD1969,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1451,,US DD1970,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1452,,US DD1971,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1453,,US DD1972,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1454,,US DD1973,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1456,,US DD1975,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1457,,US DD1976,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1458,,US DD1977,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1459,,US 1978,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1460,,US DD1979,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1461,,US DD1980,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1462,,USDD1981,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1463,,US DD1982,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1464,,US DD1983,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1465,,US DD1984,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1466,,US DD1985,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1467,,US 1986,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1468,,US 1987,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1469,,US DD1988,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1470,,US DD1989,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1471,,US DD1990,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1472,,US DD1991,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1473,,DD 1992,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1474,,US DD1993,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1475,,US 1994,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1476,,US DD1995,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1477,,US DD1996,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1478,,US DD1997,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1479,,US DD1998,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1480,,US DD1999,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1481,,US DD2000,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1482,,US DD2001,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1485,,US DD2004,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1486,,US D2005,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1487,,US DD2006,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1488,,US DD2007,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1489,,US DD2008,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1490,,US DD2009,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1491,,DD2010,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1492,,US DD2011,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1493,,US DD2012,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1494,,US DD2013,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1497,,US 2015,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1498,,US DD2017,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1499,,US DD2018,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1500,,US DD2019,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1501,,US DD2020,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
1502,,US DD2021,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
20042,,,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
20047,,,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
20049,,,,2026-04-01,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
2,3086479,US DD1654,13,2026-04-02,52,601,12.06,0.28,0,2,1.03,,3,8.16,Voice Agent Report Historical 4.2.1.csv
3,3086603,US 1744,10,2026-04-02,56.7,527,13.69,0.3,0,3,1.03,,3,10.58,Voice Agent Report Historical 4.2.1.csv
4,3086632,US DD1724,21,2026-04-02,38.6,634,10.83,1.97,0,2,1.34,629,0,4.19,Voice Agent Report Historical 4.2.1.csv
6,3087355,DD1449,318,2026-04-02,106,512,20,0.35,0,3,1.36,29,0,4.63,Voice Agent Report Historical 4.2.1.csv
7,3087274,DD1542,267,2026-04-02,56.2,566,16.37,0.21,0,3,1.65,,0,0,Voice Agent Report Historical 4.2.1.csv
10,3086174,US DD1571,261,2026-04-02,65.7,606,13.33,1.84,0,2,1.29,,15,-8.6,Voice Agent Report Historical 4.2.1.csv
12,3086327,US DD1752,,2026-04-02,,,,,,,,,,,Voice Agent Report Historical 4.2.1.csv
13,3086569,US DD1602,211,2026-04-02,60.6,576,17.2,0.28,0,3,0.99,,0,-8.16,Voice Agent Report Historical 4.2.1.csv
14,3087979,DD1332,195,2026-04-02,82.7,541,15.12,0.35,0,3,1.06,,0,0.22,Voice Agent Report Historical 4.2.1.csv
15,3087121,DD1546,275,2026-04-02,57.8,465,14.39,0.21,0,3,1.34,,0,0,Voice Agent Report Historical 4.2.1.csv
16,3087866,DD1357,218,2026-04-02,62.6,491,12.77,0.7,0,2,1.13,,0,2.87,Voice Agent Report Historical 4.2.1.csv
17,3086731,US DD1660,327,2026-04-02,76.9,631,11.61,0.94,1,1,1.46,23,0,-11.46,Voice Agent Report Historical 4.2.1.csv
20,3086114,DD1558,142,2026-04-02,54,475,12.7,1.58,0,2,1.25,,2,-1.1,Voice Agent Report Historical 4.2.1.csv
21,3087503,DD1420,279,2026-04-02,83.1,566,17.62,0.3,1,2,1.4,84,0,-11.68,Voice Agent Report Historical 4.2.1.csv
22,3087348,DD1022,284,2026-04-02,30.4,429,5.36,2.94,0,1,1.7,,0,-3.09,Voice Agent Report Historical 4.2.1.csv
